,currency,impact,name,date,time
1580,GBP,High Impact Expected,MPC Official Bank Rate Votes,2007-05-23,10:30:00
1587,NZD,High Impact Expected,Trade Balance,2007-05-24,00:45:00
1591,EUR,High Impact Expected,German ifo Business Climate,2007-05-24,10:00:00
1597,USD,High Impact Expected,Core Durable Goods Orders m/m,2007-05-24,14:30:00
1601,USD,High Impact Expected,New Home Sales,2007-05-24,16:00:00
1611,GBP,High Impact Expected,Second Estimate GDP q/q,2007-05-25,10:30:00
1614,USD,High Impact Expected,Existing Home Sales,2007-05-25,16:00:00
1616,CHF,Non-Economic,Bank Holiday,2007-05-28,23:59:59
1619,GBP,Non-Economic,Bank Holiday,2007-05-28,23:59:59
1620,USD,Non-Economic,Bank Holiday,2007-05-28,23:59:59
1624,NZD,High Impact Expected,Inflation Expectations q/q,2007-05-29,05:00:00
1629,CAD,High Impact Expected,BOC Rate Statement,2007-05-29,15:00:00
1630,CAD,High Impact Expected,Overnight Rate,2007-05-29,15:00:00
1632,USD,High Impact Expected,CB Consumer Confidence,2007-05-29,16:00:00
1636,AUD,High Impact Expected,Retail Sales m/m,2007-05-30,03:30:00
1643,USD,High Impact Expected,ADP Non-Farm Employment Change,2007-05-30,14:15:00
1648,USD,High Impact Expected,FOMC Meeting Minutes,2007-05-30,20:00:00
1650,AUD,High Impact Expected,Private Capital Expenditure q/q,2007-05-31,03:30:00
1666,CAD,High Impact Expected,GDP m/m,2007-05-31,14:30:00
1667,USD,High Impact Expected,Prelim GDP q/q,2007-05-31,14:30:00
1675,CNY,High Impact Expected,Manufacturing PMI,2007-06-01,03:00:00
1677,CHF,High Impact Expected,CPI m/m,2007-06-01,07:45:00
1689,USD,High Impact Expected,Core PCE Price Index m/m,2007-06-01,14:30:00
1690,USD,High Impact Expected,Non-Farm Employment Change,2007-06-01,14:30:00
1691,USD,High Impact Expected,Unemployment Rate,2007-06-01,14:30:00
1695,USD,High Impact Expected,ISM Manufacturing PMI,2007-06-01,16:00:00
1696,USD,High Impact Expected,Pending Home Sales m/m,2007-06-01,16:00:00
1702,NZD,Non-Economic,Bank Holiday,2007-06-03,23:59:59
1718,AUD,High Impact Expected,Building Approvals m/m,2007-06-05,03:30:00
1728,USD,High Impact Expected,Fed Chairman Bernanke Speaks,2007-06-05,14:15:00
1729,USD,High Impact Expected,ISM Services PMI,2007-06-05,16:00:00
1733,AUD,High Impact Expected,Cash Rate,2007-06-06,01:30:00
1734,AUD,High Impact Expected,GDP q/q,2007-06-06,03:30:00
1743,EUR,High Impact Expected,Main Refinancing Rate,2007-06-06,13:45:00
1745,EUR,High Impact Expected,ECB Press Conference,2007-06-06,14:30:00
1748,CAD,High Impact Expected,Ivey PMI,2007-06-06,16:00:00
1750,NZD,High Impact Expected,Official Cash Rate,2007-06-06,23:00:00
1751,NZD,High Impact Expected,RBNZ Press Conference,2007-06-06,23:00:00
1752,NZD,High Impact Expected,RBNZ Rate Statement,2007-06-06,23:00:00
1755,AUD,High Impact Expected,Employment Change,2007-06-07,03:30:00
1759,GBP,High Impact Expected,Halifax HPI m/m,2007-06-07,09:00:00
1762,GBP,High Impact Expected,Official Bank Rate,2007-06-07,13:00:00
1765,USD,High Impact Expected,FOMC Member Mishkin Speaks,2007-06-07,16:30:00
1777,GBP,High Impact Expected,Manufacturing Production m/m,2007-06-08,10:30:00
1780,CAD,High Impact Expected,Employment Change,2007-06-08,13:00:00
1781,CAD,High Impact Expected,Unemployment Rate,2007-06-08,13:00:00
1782,CAD,High Impact Expected,Housing Starts,2007-06-08,14:15:00
1783,CAD,High Impact Expected,Trade Balance,2007-06-08,14:30:00
1784,USD,High Impact Expected,Trade Balance,2007-06-08,14:30:00
1786,AUD,Non-Economic,Bank Holiday,2007-06-11,23:59:59
1793,GBP,High Impact Expected,PPI Input m/m,2007-06-11,10:30:00
1796,CNY,High Impact Expected,USD-Denominated Trade Balance,2007-06-11,10:55:00
1799,EUR,High Impact Expected,ECB President Trichet Speaks,2007-06-11,16:00:00
1809,GBP,High Impact Expected,CPI y/y,2007-06-12,10:30:00
1810,GBP,High Impact Expected,Goods Trade Balance,2007-06-12,10:30:00
1829,GBP,High Impact Expected,Average Earnings Index 3m/y,2007-06-13,10:30:00
1834,USD,High Impact Expected,Core Retail Sales m/m,2007-06-13,14:30:00
1835,USD,High Impact Expected,FOMC Member Kroszner Speaks,2007-06-13,14:30:00
1836,USD,High Impact Expected,Retail Sales m/m,2007-06-13,14:30:00
1839,USD,High Impact Expected,Treasury Currency Report,2007-06-13,16:00:00
1845,NZD,High Impact Expected,Core Retail Sales m/m,2007-06-14,00:45:00
1846,NZD,High Impact Expected,Retail Sales m/m,2007-06-14,00:45:00
1850,CNY,High Impact Expected,Industrial Production y/y,2007-06-14,04:00:00
1851,AUD,High Impact Expected,RBA Gov Stevens Speaks,2007-06-14,04:55:00
1854,CHF,High Impact Expected,Libor Rate,2007-06-14,09:30:00
1855,CHF,High Impact Expected,SNB Monetary Policy Assessment,2007-06-14,09:30:00
1856,CHF,High Impact Expected,SNB Press Conference,2007-06-14,09:30:00
1858,GBP,High Impact Expected,Retail Sales m/m,2007-06-14,10:30:00
1863,USD,High Impact Expected,PPI m/m,2007-06-14,14:30:00
1875,JPY,High Impact Expected,BOJ Press Conference,2007-06-15,09:22:00
1881,USD,High Impact Expected,CPI y/y,2007-06-15,14:30:00
1882,USD,High Impact Expected,Core CPI m/m,2007-06-15,14:30:00
1883,USD,High Impact Expected,Fed Chairman Bernanke Speaks,2007-06-15,14:30:00
1887,USD,High Impact Expected,TIC Long-Term Purchases,2007-06-15,15:00:00
1890,USD,High Impact Expected,Prelim UoM Consumer Sentiment,2007-06-15,16:00:00
1903,CAD,High Impact Expected,Core CPI m/m,2007-06-19,13:00:00
1916,GBP,High Impact Expected,MPC Official Bank Rate Votes,2007-06-20,10:30:00
1934,CAD,High Impact Expected,Core Retail Sales m/m,2007-06-21,14:30:00
1944,EUR,High Impact Expected,German ifo Business Climate,2007-06-22,10:00:00
1950,USD,High Impact Expected,Existing Home Sales,2007-06-25,16:00:00
1959,USD,High Impact Expected,CB Consumer Confidence,2007-06-26,16:00:00
1960,USD,High Impact Expected,New Home Sales,2007-06-26,16:00:00
1962,NZD,High Impact Expected,Trade Balance,2007-06-27,00:45:00
1969,USD,High Impact Expected,Core Durable Goods Orders m/m,2007-06-27,14:30:00
1973,NZD,High Impact Expected,Current Account,2007-06-28,00:45:00
1983,GBP,High Impact Expected,Monetary Policy Report Hearings,2007-06-28,10:45:00
1993,USD,High Impact Expected,FOMC Statement,2007-06-28,20:15:00
1994,USD,High Impact Expected,Federal Funds Rate,2007-06-28,20:15:00
1995,NZD,High Impact Expected,GDP q/q,2007-06-29,00:45:00
2005,GBP,High Impact Expected,Current Account,2007-06-29,10:30:00
2013,CAD,High Impact Expected,GDP m/m,2007-06-29,14:30:00
2014,USD,High Impact Expected,Core PCE Price Index m/m,2007-06-29,14:30:00
2022,CAD,High Impact Expected,BOC Business Outlook Survey,2007-06-29,16:30:00
2024,JPY,High Impact Expected,Tankan Manufacturing Index,2007-07-02,01:50:00
2027,CNY,High Impact Expected,Manufacturing PMI,2007-07-02,03:00:00
2037,CAD,Non-Economic,Bank Holiday,2007-07-02,23:59:59
2038,USD,High Impact Expected,ISM Manufacturing PMI,2007-07-02,16:00:00
2042,AUD,High Impact Expected,Building Approvals m/m,2007-07-03,03:30:00
2043,AUD,High Impact Expected,Retail Sales m/m,2007-07-03,03:30:00
2046,CHF,High Impact Expected,CPI m/m,2007-07-03,07:45:00
2052,USD,High Impact Expected,Pending Home Sales m/m,2007-07-03,16:00:00
2056,AUD,High Impact Expected,Cash Rate,2007-07-04,01:30:00
2059,GBP,High Impact Expected,Halifax HPI m/m,2007-07-04,09:00:00
2068,USD,Non-Economic,Bank Holiday,2007-07-04,23:59:59
2073,GBP,High Impact Expected,MPC Rate Statement,2007-07-05,13:00:00
2074,GBP,High Impact Expected,Official Bank Rate,2007-07-05,13:00:00
2079,EUR,High Impact Expected,ECB Press Conference,2007-07-05,14:30:00
2081,CAD,High Impact Expected,Ivey PMI,2007-07-05,16:00:00
2082,USD,High Impact Expected,ISM Services PMI,2007-07-05,16:00:00
2088,GBP,High Impact Expected,Manufacturing Production m/m,2007-07-06,10:30:00
2091,CAD,High Impact Expected,Employment Change,2007-07-06,13:00:00
2092,CAD,High Impact Expected,Unemployment Rate,2007-07-06,13:00:00
2093,USD,High Impact Expected,Non-Farm Employment Change,2007-07-06,14:30:00
2094,USD,High Impact Expected,Unemployment Rate,2007-07-06,14:30:00
2106,GBP,High Impact Expected,PPI Input m/m,2007-07-09,10:30:00
2112,NZD,High Impact Expected,NZIER Business Confidence,2007-07-10,00:00:00
2116,CNY,High Impact Expected,USD-Denominated Trade Balance,2007-07-10,04:50:00
2122,GBP,High Impact Expected,Goods Trade Balance,2007-07-10,10:30:00
2123,CAD,High Impact Expected,Housing Starts,2007-07-10,14:15:00
2124,CAD,High Impact Expected,BOC Rate Statement,2007-07-10,15:00:00
2125,CAD,High Impact Expected,Overnight Rate,2007-07-10,15:00:00
2129,USD,High Impact Expected,Fed Chairman Bernanke Speaks,2007-07-10,19:00:00
2140,AUD,High Impact Expected,Employment Change,2007-07-12,03:30:00
2148,JPY,High Impact Expected,BOJ Press Conference,2007-07-12,09:20:00
2152,CAD,High Impact Expected,Trade Balance,2007-07-12,14:30:00
2154,USD,High Impact Expected,Trade Balance,2007-07-12,14:30:00
2157,CAD,High Impact Expected,BOC Monetary Policy Report,2007-07-12,16:30:00
2159,CAD,High Impact Expected,BOC Press Conference,2007-07-12,17:15:00
2161,NZD,High Impact Expected,Core Retail Sales m/m,2007-07-13,00:45:00
2162,NZD,High Impact Expected,Retail Sales m/m,2007-07-13,00:45:00
2165,USD,High Impact Expected,Core Retail Sales m/m,2007-07-13,14:30:00
2166,USD,High Impact Expected,Retail Sales m/m,2007-07-13,14:30:00
2168,USD,High Impact Expected,Prelim UoM Consumer Sentiment,2007-07-13,16:00:00
2172,NZD,High Impact Expected,CPI q/q,2007-07-16,00:45:00
2174,JPY,Non-Economic,Bank Holiday,2007-07-16,23:59:59
2185,GBP,High Impact Expected,CPI y/y,2007-07-17,10:30:00
2190,USD,High Impact Expected,PPI m/m,2007-07-17,14:30:00
2192,USD,High Impact Expected,TIC Long-Term Purchases,2007-07-17,15:00:00
2202,GBP,High Impact Expected,Average Earnings Index 3m/y,2007-07-18,10:30:00
2203,GBP,High Impact Expected,MPC Official Bank Rate Votes,2007-07-18,10:30:00
2206,CAD,High Impact Expected,Core CPI m/m,2007-07-18,13:00:00
2209,USD,High Impact Expected,CPI y/y,2007-07-18,14:30:00
2210,USD,High Impact Expected,Core CPI m/m,2007-07-18,14:30:00
2214,USD,High Impact Expected,Fed Chairman Bernanke Testifies,2007-07-18,16:00:00
2219,CNY,High Impact Expected,GDP q/y,2007-07-19,04:00:00
2220,CNY,High Impact Expected,Industrial Production y/y,2007-07-19,04:00:00
2228,GBP,High Impact Expected,Retail Sales m/m,2007-07-19,10:30:00
2237,USD,High Impact Expected,Fed Chairman Bernanke Testifies,2007-07-19,15:30:00
2242,USD,High Impact Expected,FOMC Meeting Minutes,2007-07-19,20:00:00
2248,GBP,High Impact Expected,Prelim GDP q/q,2007-07-20,10:30:00
2252,AUD,High Impact Expected,PPI q/q,2007-07-23,03:30:00
2263,CAD,High Impact Expected,Core Retail Sales m/m,2007-07-24,14:30:00
2269,AUD,High Impact Expected,CPI q/q,2007-07-25,03:30:00
2272,USD,High Impact Expected,Existing Home Sales,2007-07-25,16:00:00
2275,NZD,High Impact Expected,Official Cash Rate,2007-07-25,23:00:00
2276,NZD,High Impact Expected,RBNZ Rate Statement,2007-07-25,23:00:00
2280,EUR,High Impact Expected,German ifo Business Climate,2007-07-26,10:00:00
2284,USD,High Impact Expected,Core Durable Goods Orders m/m,2007-07-26,14:30:00
2287,USD,High Impact Expected,New Home Sales,2007-07-26,16:00:00
2289,NZD,High Impact Expected,Trade Balance,2007-07-27,00:45:00
2297,USD,High Impact Expected,Advance GDP q/q,2007-07-27,14:30:00
2314,AUD,High Impact Expected,Building Approvals m/m,2007-07-31,03:30:00
2328,CAD,High Impact Expected,GDP m/m,2007-07-31,14:30:00
2329,USD,High Impact Expected,Core PCE Price Index m/m,2007-07-31,14:30:00
2335,USD,High Impact Expected,CB Consumer Confidence,2007-07-31,16:00:00
2339,CNY,High Impact Expected,Manufacturing PMI,2007-08-01,03:00:00
2340,AUD,High Impact Expected,Retail Sales m/m,2007-08-01,03:30:00
2341,AUD,High Impact Expected,Trade Balance,2007-08-01,03:30:00
2343,CHF,Non-Economic,Bank Holiday,2007-08-01,23:59:59
2352,USD,High Impact Expected,ISM Manufacturing PMI,2007-08-01,16:00:00
2353,USD,High Impact Expected,Pending Home Sales m/m,2007-08-01,16:00:00
2361,GBP,High Impact Expected,Halifax HPI m/m,2007-08-02,09:00:00
2365,GBP,High Impact Expected,Official Bank Rate,2007-08-02,13:00:00
2367,USD,High Impact Expected,FOMC Member Kroszner Speaks,2007-08-02,14:30:00
2369,EUR,High Impact Expected,ECB Press Conference,2007-08-02,15:10:00
2375,CHF,High Impact Expected,CPI m/m,2007-08-03,07:45:00
2382,USD,High Impact Expected,Non-Farm Employment Change,2007-08-03,14:30:00
2383,USD,High Impact Expected,Unemployment Rate,2007-08-03,14:30:00
2385,CAD,High Impact Expected,Ivey PMI,2007-08-03,16:00:00
2386,USD,High Impact Expected,ISM Services PMI,2007-08-03,16:00:00
2387,NZD,High Impact Expected,Labor Cost Index q/q,2007-08-06,00:45:00
2393,GBP,High Impact Expected,Manufacturing Production m/m,2007-08-06,10:30:00
2396,CAD,Non-Economic,Bank Holiday,2007-08-06,23:59:59
2404,USD,High Impact Expected,FOMC Statement,2007-08-07,20:15:00
2405,USD,High Impact Expected,Federal Funds Rate,2007-08-07,20:15:00
2407,AUD,High Impact Expected,Cash Rate,2007-08-08,01:30:00
2408,AUD,High Impact Expected,RBA Rate Statement,2007-08-08,01:30:00
2419,GBP,High Impact Expected,BOE Gov King Speaks,2007-08-08,11:30:00
2420,GBP,High Impact Expected,BOE Monetary Policy Report,2007-08-08,11:30:00
2425,NZD,High Impact Expected,Employment Change q/q,2007-08-09,00:45:00
2426,NZD,High Impact Expected,Unemployment Rate,2007-08-09,00:45:00
2427,AUD,High Impact Expected,Employment Change,2007-08-09,03:30:00
2430,GBP,High Impact Expected,Goods Trade Balance,2007-08-09,10:30:00
2433,CAD,High Impact Expected,Housing Starts,2007-08-09,14:15:00
2442,CNY,High Impact Expected,USD-Denominated Trade Balance,2007-08-10,06:20:00
2448,CAD,High Impact Expected,Employment Change,2007-08-10,13:00:00
2449,CAD,High Impact Expected,Unemployment Rate,2007-08-10,13:00:00
2453,JPY,High Impact Expected,Prelim GDP q/q,2007-08-13,01:50:00
2456,AUD,High Impact Expected,RBA Monetary Policy Statement,2007-08-13,03:30:00
2460,GBP,High Impact Expected,PPI Input m/m,2007-08-13,10:30:00
2463,USD,High Impact Expected,Core Retail Sales m/m,2007-08-13,14:30:00
2464,USD,High Impact Expected,Retail Sales m/m,2007-08-13,14:30:00
2468,NZD,High Impact Expected,Core Retail Sales m/m,2007-08-14,00:45:00
2469,NZD,High Impact Expected,Retail Sales m/m,2007-08-14,00:45:00
2476,EUR,High Impact Expected,German Prelim GDP q/q,2007-08-14,08:00:00
2480,GBP,High Impact Expected,CPI y/y,2007-08-14,10:30:00
2486,CAD,High Impact Expected,Trade Balance,2007-08-14,14:30:00
2487,USD,High Impact Expected,PPI m/m,2007-08-14,14:30:00
2488,USD,High Impact Expected,Trade Balance,2007-08-14,14:30:00
2493,CNY,High Impact Expected,Industrial Production y/y,2007-08-15,04:00:00
2496,CHF,High Impact Expected,Retail Sales y/y,2007-08-15,09:15:00
2497,GBP,High Impact Expected,Average Earnings Index 3m/y,2007-08-15,10:30:00
2498,GBP,High Impact Expected,MPC Official Bank Rate Votes,2007-08-15,10:30:00
2504,USD,High Impact Expected,CPI y/y,2007-08-15,14:30:00
2505,USD,High Impact Expected,Core CPI m/m,2007-08-15,14:30:00
2508,USD,High Impact Expected,TIC Long-Term Purchases,2007-08-15,15:00:00
2518,GBP,High Impact Expected,Retail Sales m/m,2007-08-16,10:30:00
2528,AUD,High Impact Expected,RBA Gov Stevens Speaks,2007-08-17,02:00:00
2531,USD,High Impact Expected,Fed Announcement,2007-08-17,14:15:00
2533,USD,High Impact Expected,Prelim UoM Consumer Sentiment,2007-08-17,16:00:00
2548,CAD,High Impact Expected,Core CPI m/m,2007-08-21,13:00:00
2550,CAD,High Impact Expected,Core Retail Sales m/m,2007-08-21,14:30:00
2560,JPY,High Impact Expected,Overnight Call Rate,2007-08-23,05:35:00
2564,JPY,High Impact Expected,BOJ Press Conference,2007-08-23,09:35:00
2571,NZD,High Impact Expected,Trade Balance,2007-08-24,00:45:00
2576,GBP,High Impact Expected,Second Estimate GDP q/q,2007-08-24,10:30:00
2578,USD,High Impact Expected,Core Durable Goods Orders m/m,2007-08-24,14:30:00
2580,USD,High Impact Expected,New Home Sales,2007-08-24,16:00:00
2581,GBP,Non-Economic,Bank Holiday,2007-08-27,23:59:59
2582,EUR,High Impact Expected,ECB President Trichet Speaks,2007-08-27,15:00:00
2583,USD,High Impact Expected,Existing Home Sales,2007-08-27,16:00:00
2588,NZD,High Impact Expected,Inflation Expectations q/q,2007-08-28,05:00:00
2591,EUR,High Impact Expected,German ifo Business Climate,2007-08-28,10:00:00
2597,USD,High Impact Expected,CB Consumer Confidence,2007-08-28,16:00:00
2599,USD,High Impact Expected,FOMC Meeting Minutes,2007-08-28,20:00:00
2607,AUD,High Impact Expected,Private Capital Expenditure q/q,2007-08-30,03:30:00
2621,USD,High Impact Expected,Prelim GDP q/q,2007-08-30,14:30:00
2632,AUD,High Impact Expected,Retail Sales m/m,2007-08-31,03:30:00
2633,AUD,High Impact Expected,Trade Balance,2007-08-31,03:30:00
2636,CHF,High Impact Expected,CPI m/m,2007-08-31,07:45:00
2643,CAD,High Impact Expected,GDP m/m,2007-08-31,14:30:00
2644,USD,High Impact Expected,Core PCE Price Index m/m,2007-08-31,14:30:00
2648,USD,High Impact Expected,Fed Chairman Bernanke Speaks,2007-08-31,16:00:00
2654,CNY,High Impact Expected,Manufacturing PMI,2007-09-01,03:00:00
2661,AUD,High Impact Expected,Building Approvals m/m,2007-09-03,03:30:00
2672,CAD,Non-Economic,Bank Holiday,2007-09-03,23:59:59
2673,USD,Non-Economic,Bank Holiday,2007-09-03,23:59:59
2676,AUD,High Impact Expected,GDP q/q,2007-09-04,03:30:00
2684,USD,High Impact Expected,ISM Manufacturing PMI,2007-09-04,16:00:00
2689,AUD,High Impact Expected,Cash Rate,2007-09-05,01:30:00
2691,GBP,High Impact Expected,Halifax HPI m/m,2007-09-05,09:00:00
2700,CAD,High Impact Expected,BOC Rate Statement,2007-09-05,15:00:00
2701,CAD,High Impact Expected,Overnight Rate,2007-09-05,15:00:00
2702,USD,High Impact Expected,Pending Home Sales m/m,2007-09-05,16:00:00
2704,AUD,High Impact Expected,Employment Change,2007-09-06,03:30:00
2710,GBP,High Impact Expected,Manufacturing Production m/m,2007-09-06,10:30:00
2714,GBP,High Impact Expected,MPC Rate Statement,2007-09-06,13:00:00
2715,GBP,High Impact Expected,Official Bank Rate,2007-09-06,13:00:00
2718,EUR,High Impact Expected,ECB Press Conference,2007-09-06,14:30:00
2722,CAD,High Impact Expected,Ivey PMI,2007-09-06,16:00:00
2723,USD,High Impact Expected,ISM Services PMI,2007-09-06,16:00:00
2735,CAD,High Impact Expected,Employment Change,2007-09-07,13:00:00
2736,CAD,High Impact Expected,Unemployment Rate,2007-09-07,13:00:00
2737,USD,High Impact Expected,Non-Farm Employment Change,2007-09-07,14:30:00
2738,USD,High Impact Expected,Unemployment Rate,2007-09-07,14:30:00
2742,NZD,High Impact Expected,PPI Input q/q,2007-09-10,00:45:00
2753,GBP,High Impact Expected,PPI Input m/m,2007-09-10,10:30:00
2763,CNY,High Impact Expected,USD-Denominated Trade Balance,2007-09-11,06:00:00
2769,CAD,High Impact Expected,Housing Starts,2007-09-11,14:15:00
2770,CAD,High Impact Expected,Trade Balance,2007-09-11,14:30:00
2772,USD,High Impact Expected,Trade Balance,2007-09-11,14:30:00
2775,EUR,High Impact Expected,ECB President Trichet Speaks,2007-09-11,16:05:00
2777,USD,High Impact Expected,Fed Chairman Bernanke Speaks,2007-09-11,17:00:00
2787,GBP,High Impact Expected,Average Earnings Index 3m/y,2007-09-12,10:30:00
2792,NZD,High Impact Expected,Official Cash Rate,2007-09-12,23:00:00
2793,NZD,High Impact Expected,RBNZ Press Conference,2007-09-12,23:00:00
2794,NZD,High Impact Expected,RBNZ Rate Statement,2007-09-12,23:00:00
2796,NZD,High Impact Expected,Core Retail Sales m/m,2007-09-13,00:45:00
2797,NZD,High Impact Expected,Retail Sales m/m,2007-09-13,00:45:00
2801,CNY,High Impact Expected,Industrial Production y/y,2007-09-13,04:00:00
2808,CHF,High Impact Expected,Libor Rate,2007-09-13,14:00:00
2809,CHF,High Impact Expected,SNB Monetary Policy Assessment,2007-09-13,14:00:00
2826,USD,High Impact Expected,Core Retail Sales m/m,2007-09-14,14:30:00
2827,USD,High Impact Expected,Retail Sales m/m,2007-09-14,14:30:00
2832,USD,High Impact Expected,Prelim UoM Consumer Sentiment,2007-09-14,16:00:00
2836,JPY,Non-Economic,Bank Holiday,2007-09-17,23:59:59
2847,GBP,High Impact Expected,CPI y/y,2007-09-18,10:30:00
2853,USD,High Impact Expected,PPI m/m,2007-09-18,14:30:00
